MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),NHR,HNR,RPDE,DFA,Spread2,D2,PPE
132.01369965246138,157.67784719783714,128.1214298995747,0.049255857466839324,20.30215392500746,0.8621402229624353,0.02173323925673649,0.06374300872618094,2.0343010869217597,0.10126369630080223
110.52810873255287,117.61245548137082,84.17226871245146,0.06526105311274681,15.323074824924632,0.9110338152153066,0.019840638588492866,0.05601852795140496,2.915761594188404,0.06142714913896263
234.2507823700328,250.06037979713506,224.8423099025695,0.04320030302130105,23.147985779334086,0.8739571406017053,0.00969895500185847,0.05974092720523523,3.1383566733324595,0.01718960367394906
102.90348434841478,108.77323017193352,100.78082511428622,0.055425333633933885,18.042291032556907,0.9613701179171029,0.013410748634342598,0.0673243890191684,3.153048293807101,0.06901915815529941
111.56099648469154,117.25906182955282,107.07417473770793,0.06316912194807017,15.83051923409789,0.8650202767209731,0.013996027373082224,0.07156041588811575,8.043000215161257e-16,0.8837621352746128
114.5219187554296,116.62169860721912,109.0394120834763,0.04941220111909946,20.23791649333077,0.9122225233246999,0.02557084707981673,0.06364350417881601,3.8412727602180095,0.0353019956336707
99.97402746947618,107.77071167394377,89.82323216536415,0.08498452427367045,11.766848241448775,0.8856745396474132,0.010419965976052362,0.060510576657557234,2.082683054384805,0.1742926646617804
188.44269470522832,199.63719990164114,184.19697095651298,0.045431492209387095,22.011163432430227,0.7769994788829278,0.028308939771342967,0.06743262623346735,-1.894765653138782e-15,0.57937125971285
89.7970802344109,175.87171169075017,81.80211657963724,0.08346044888114575,11.981723240238964,0.9490277688117055,0.022824021866570492,0.05946502740879364,2.5147499534172333,0.09229902503983345
98.67028654617967,100.55845231212987,96.18327292398325,0.051826966744843654,19.294974466154564,0.9452362411250468,0.013296052444289375,0.05086614870169971,2.810473553972064e-16,1.0914570413472986
185.98583376465783,189.07346485167963,180.89680345687356,0.05019414392751554,19.922642797615634,0.8622993266137252,0.01344663854901688,0.06081491922774474,2.8141148954084123,0.012972262865282386
182.19350932818386,188.83343776490653,178.12055252040196,0.051024162475705674,19.59855784945287,0.9255149578373344,0.02118324636412949,0.06617354167944813,-1.2305090371085776e-15,0.7342272550191851
230.4234725999778,352.1886405189224,75.69819080779274,0.11417548901413155,8.758447269503085,0.9913442988521884,0.025583264499510303,0.05818962393763312,0.5662214134476401,0.10351011002305488
199.38745705738685,228.72185021019374,100.6429837171817,0.07410238867448186,13.494841635845447,0.9050218669153265,0.019843724290316868,0.07628088389867899,2.688990029124779,0.07682750590349285
212.97680711929127,225.86204753950167,108.95599250639442,0.06122039330958612,16.334426257980546,0.9088421603834506,0.026678280476707356,0.05437158611591996,2.185447782372396,0.0490982533765667
176.38155902255576,184.32409125026615,172.13418852338208,0.04593604529359447,21.769396856186148,0.8395067408151585,0.01339525421351893,0.062406969589034654,1.799395448583202,0.15969177007889623
137.91106156491315,147.93130690986294,92.76516804533324,0.047414792205982076,21.090464673044274,0.8808196069796569,0.0843410931475884,0.07029386756720672,1.784382853182026,0.09574335934627842
106.74143644520159,347.26915514212357,89.442776015146,0.07289353573794627,13.718637597646795,0.9553192913947639,0.014306080027005202,0.08227009707469399,2.15938581166773,0.09556039294681246
200.09373868525807,203.70419386856724,191.81961808050713,0.04460581082406739,22.418603799046796,0.8809506438091746,0.014666029077191348,0.06797920163780723,-8.115492445584832e-16,0.5857457187110748
116.86133018796956,126.32049505560282,112.4278380242696,0.056692411599704055,17.639045011188415,0.8422034128141493,0.018531614320498515,0.058599055828427414,-1.3449561231065384e-15,0.657617225906213
146.4794521166853,150.13587519817332,130.6461427003979,0.046640669258403156,21.440515667982872,0.8401730522880079,0.061972273027021164,0.062389317918665976,1.5091580985206075e-15,0.49470556913618013
92.38687317549245,165.87719051794164,76.5438962198008,0.06874626825978855,14.546244113513948,0.8948372137160657,0.033695306779021904,0.07873657160104831,2.199006361985552,0.04215027958277373
117.6855733853181,132.39303019361418,114.3614412666418,0.08297642487227107,12.051615884142274,0.9433897463360734,0.033869595555767226,0.061887344236749485,3.633215548312462,0.023520921393435035
211.9557261007061,228.71406249269612,208.2355530520241,0.044502713740014105,22.470539793191566,0.8040752946797805,0.017593275691168597,0.05198680261994325,2.8265709723537378,0.02902037770322652
188.177821974327,191.0266208562321,180.56537273428688,0.056698611817739615,17.63711611167038,0.9537424725628834,0.02089026940499131,0.07059440866416539,3.130636384768376,0.03764806241787677
125.96387720480246,598.4234578749795,79.44491439539716,0.09386757952744314,10.653305486668481,0.8660408894333017,0.030998891918092505,0.05227944967840437,0.9268053313169162,0.10664054480729102
197.48047038620402,202.74705306796068,177.88533385675936,0.043366890750785016,23.059066091379822,0.7818994881185773,-0.0023714884647777477,0.059208084563218306,-9.90258292414e-16,0.5369557215104908
198.01572838524518,212.46672731990105,98.36929054379856,0.054150679123093653,18.466989079247387,0.9337978677457403,0.022840080827724707,0.06451013779686271,2.972954423138843,0.04222934322610428
126.23300494852074,144.15768019543094,121.86891843629009,0.06626927700762607,15.089948844393204,0.8680108359946112,0.016288152674263028,0.0663583451510273,-1.1455260169706761e-15,0.8721387922737036
184.38509334192517,189.68640417101088,178.69769192264667,0.045304186881690627,22.07301507499615,0.8631665330058431,0.009081938964780914,0.0542637696228862,2.0925273061653615,0.1199782041758658
163.5947956268047,170.3514450377463,157.65447228222948,0.04768248125051489,20.97206298359739,0.8423114302589826,0.019345186023176274,0.0616921586606849,-3.916546736102354e-16,0.5982724668713972
195.59258149875916,212.30082703474864,188.8214385750821,0.052882728600701145,18.90976555976617,0.8153990779577172,0.013271289794337369,0.06910623826713881,2.44109383717067,0.053750933484065455
116.12879012995946,142.24427279373654,102.50834987795979,0.08472782478811881,11.802498205291206,0.8822697024181722,0.28813534146288766,0.06025396101912619,1.5909589485492972,0.1154749601469649
124.69961796278335,131.0628352546372,118.3833023299176,0.05851777756189206,17.08882397220806,0.7985075899814973,0.016560605196786853,0.0979487622331816,3.1502692598086997,0.05921610441772163
213.56857235111067,220.85561987644857,206.37149832019557,0.04698760408951381,21.282208773508614,0.9198991330838826,0.010385280766411868,0.05982858772689887,2.190467748228761,0.11482100671337925
274.56501002926905,283.17293204292105,239.87401699449143,0.05308106224173234,18.839110555963966,0.8743947330006284,0.019830601621511467,0.05806200311818029,7.747612466295206e-16,0.3646325460615967
187.13901285128838,223.36151690075815,184.0971998964478,0.04867929768057066,20.54261354717797,0.9314890029994872,0.01602162208797475,0.07382582425964518,-2.2745087937740215e-16,0.4237340775152565
179.3126797220247,192.8576086175941,94.95026665325051,0.05919298183082782,16.893894665721977,0.9640928782877629,0.017674174852851495,0.06861104521644795,2.8665539468041334,0.1071602115289777
83.32146604690863,88.0375892881364,79.22216566533614,0.11706933760703918,8.541946340865533,0.9210017021969619,0.046776361642769895,0.06018726502133233,0.0675031139921068,0.1918139358390153
239.7439380965851,244.69140780769285,234.0213800517995,0.046220152902254084,21.63558398681177,0.919093726771388,0.014649035952861537,0.07394753003774265,-3.1976212096640348e-16,0.7289470276502832
114.69149143955873,124.21200501480712,106.96757678347775,0.0615118016232336,16.257042935030704,0.7318745702327514,0.004594502208214894,0.047301690170758366,-1.141728671082385e-15,0.6842315205569949
